x,lower1,upper1,lower2,upper2,mean,rep9
1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.350763875741953744e-02,0.000000000000000000e+00
7.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.973544973544989922e-02,0.000000000000000000e+00
7.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.531590279092473750e-01,1.000000000000000000e+00
7.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.129629629629636867e-01,1.000000000000000000e+00
7.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.129629629629636867e-01,1.000000000000000000e+00
7.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.137345679012352950e-01,1.000000000000000000e+00
7.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.540784832451499775e-01,1.000000000000000000e+00
7.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.861604709924886580e-01,1.000000000000000000e+00
7.800000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,7.250220458553797709e-01,1.000000000000000000e+00
7.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,8.422619047619035459e-01,2.000000000000000000e+00
8.000000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.153209590210028335e+00,2.000000000000000000e+00
8.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.206495854327434891e+00,2.000000000000000000e+00
8.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.162404143569061299e+00,2.000000000000000000e+00
8.300000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.294383575048932977e+00,2.000000000000000000e+00
8.400000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.620662234660925627e+00,3.000000000000000000e+00
8.500000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.921392381973731300e+00,3.000000000000000000e+00
8.600000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,2.240550230298234524e+00,3.000000000000000000e+00
8.700000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,2.463017591014927454e+00,4.000000000000000000e+00
8.800000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+01,2.789059014388378444e+00,6.000000000000000000e+00
8.900000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,3.162357647019460316e+00,6.000000000000000000e+00
9.000000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,2.891853799097407141e+00,6.000000000000000000e+00
9.100000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,2.300000000000000000e+01,4.253487540147625978e+00,6.000000000000000000e+00
9.200000000000000000e+01,4.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.900000000000000000e+01,5.818201230360878995e+00,6.000000000000000000e+00
9.300000000000000000e+01,4.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00,3.600000000000000000e+01,7.728286493363928145e+00,7.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00,4.400000000000000000e+01,8.397093039668259706e+00,9.000000000000000000e+00
9.500000000000000000e+01,5.000000000000000000e+00,2.700000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+01,1.067652545901890626e+01,1.200000000000000000e+01
9.600000000000000000e+01,6.000000000000000000e+00,3.600000000000000000e+01,3.000000000000000000e+00,7.400000000000000000e+01,1.215574291723287104e+01,1.500000000000000000e+01
9.700000000000000000e+01,7.000000000000000000e+00,4.200000000000000000e+01,3.000000000000000000e+00,1.030000000000000000e+02,1.518561241718623833e+01,1.900000000000000000e+01
9.800000000000000000e+01,9.000000000000000000e+00,5.200000000000000000e+01,3.000000000000000000e+00,1.220000000000000000e+02,1.780506739797181837e+01,2.200000000000000000e+01
9.900000000000000000e+01,1.100000000000000000e+01,6.600000000000000000e+01,4.000000000000000000e+00,1.590000000000000000e+02,2.137256940230416902e+01,2.300000000000000000e+01
1.000000000000000000e+02,1.300000000000000000e+01,7.900000000000000000e+01,5.000000000000000000e+00,2.020000000000000000e+02,2.517327126241806212e+01,2.500000000000000000e+01
1.010000000000000000e+02,1.500000000000000000e+01,9.400000000000000000e+01,5.000000000000000000e+00,2.410000000000000000e+02,2.984585698391407504e+01,2.800000000000000000e+01
1.020000000000000000e+02,1.600000000000000000e+01,1.230000000000000000e+02,7.000000000000000000e+00,2.990000000000000000e+02,3.641652351357267747e+01,3.000000000000000000e+01
1.030000000000000000e+02,2.000000000000000000e+01,1.550000000000000000e+02,9.000000000000000000e+00,3.810000000000000000e+02,4.474393847981639283e+01,3.200000000000000000e+01
1.040000000000000000e+02,2.400000000000000000e+01,1.960000000000000000e+02,9.000000000000000000e+00,4.780000000000000000e+02,5.446369923924514467e+01,3.600000000000000000e+01
1.050000000000000000e+02,3.000000000000000000e+01,2.430000000000000000e+02,1.000000000000000000e+01,5.820000000000000000e+02,6.504020671815986532e+01,4.400000000000000000e+01
1.060000000000000000e+02,3.400000000000000000e+01,3.070000000000000000e+02,1.500000000000000000e+01,7.320000000000000000e+02,8.091100057917073229e+01,5.400000000000000000e+01
1.070000000000000000e+02,4.000000000000000000e+01,3.780000000000000000e+02,1.700000000000000000e+01,8.910000000000000000e+02,9.405502124754119109e+01,6.700000000000000000e+01
1.080000000000000000e+02,4.700000000000000000e+01,4.430000000000000000e+02,1.900000000000000000e+01,1.081000000000000000e+03,1.150425493834082999e+02,8.200000000000000000e+01
1.090000000000000000e+02,5.300000000000000000e+01,5.460000000000000000e+02,2.500000000000000000e+01,1.323000000000000000e+03,1.385664219349759207e+02,9.800000000000000000e+01
1.100000000000000000e+02,6.100000000000000000e+01,6.660000000000000000e+02,3.000000000000000000e+01,1.627000000000000000e+03,1.645829018715184304e+02,1.170000000000000000e+02
1.110000000000000000e+02,7.400000000000000000e+01,8.040000000000000000e+02,3.400000000000000000e+01,2.006000000000000000e+03,2.007019888168866260e+02,1.360000000000000000e+02
1.120000000000000000e+02,8.800000000000000000e+01,9.880000000000000000e+02,4.000000000000000000e+01,2.458000000000000000e+03,2.452700876302021697e+02,1.700000000000000000e+02
1.130000000000000000e+02,1.060000000000000000e+02,1.201000000000000000e+03,4.700000000000000000e+01,2.932000000000000000e+03,2.787606222480076212e+02,2.030000000000000000e+02
1.140000000000000000e+02,1.220000000000000000e+02,1.465000000000000000e+03,5.300000000000000000e+01,3.397000000000000000e+03,3.335170689789680409e+02,2.520000000000000000e+02
1.150000000000000000e+02,1.420000000000000000e+02,1.773000000000000000e+03,6.900000000000000000e+01,3.894000000000000000e+03,4.018384987879666141e+02,2.960000000000000000e+02
1.160000000000000000e+02,1.620000000000000000e+02,2.130000000000000000e+03,8.200000000000000000e+01,4.438000000000000000e+03,4.715083993344517239e+02,3.520000000000000000e+02
1.170000000000000000e+02,1.860000000000000000e+02,2.571000000000000000e+03,9.600000000000000000e+01,5.023000000000000000e+03,5.519524390349166652e+02,4.330000000000000000e+02
1.180000000000000000e+02,2.230000000000000000e+02,3.044000000000000000e+03,1.170000000000000000e+02,5.676000000000000000e+03,6.486668890250832646e+02,5.390000000000000000e+02
1.190000000000000000e+02,2.630000000000000000e+02,3.553000000000000000e+03,1.360000000000000000e+02,6.419000000000000000e+03,7.662294706285861139e+02,6.630000000000000000e+02
1.200000000000000000e+02,3.090000000000000000e+02,4.181000000000000000e+03,1.610000000000000000e+02,7.224000000000000000e+03,9.159147951819772970e+02,7.810000000000000000e+02
1.210000000000000000e+02,3.590000000000000000e+02,4.876000000000000000e+03,1.950000000000000000e+02,8.029000000000000000e+03,1.094909461400543250e+03,9.280000000000000000e+02
1.220000000000000000e+02,4.290000000000000000e+02,5.637000000000000000e+03,2.270000000000000000e+02,8.912000000000000000e+03,1.289933962273800034e+03,1.100000000000000000e+03
1.230000000000000000e+02,5.150000000000000000e+02,6.425000000000000000e+03,2.690000000000000000e+02,9.739000000000000000e+03,1.519616058238597816e+03,1.289000000000000000e+03
1.240000000000000000e+02,6.050000000000000000e+02,7.281000000000000000e+03,3.290000000000000000e+02,1.063600000000000000e+04,1.777746568478851714e+03,1.497000000000000000e+03
1.250000000000000000e+02,7.050000000000000000e+02,8.155000000000000000e+03,3.930000000000000000e+02,1.149800000000000000e+04,2.066105026725219432e+03,1.743000000000000000e+03
1.260000000000000000e+02,8.210000000000000000e+02,9.055000000000000000e+03,4.640000000000000000e+02,1.247200000000000000e+04,2.410687367823174554e+03,2.000000000000000000e+03
1.270000000000000000e+02,9.510000000000000000e+02,9.927000000000000000e+03,5.510000000000000000e+02,1.342300000000000000e+04,2.768786830962716522e+03,2.341000000000000000e+03
1.280000000000000000e+02,1.110000000000000000e+03,1.081500000000000000e+04,6.400000000000000000e+02,1.425500000000000000e+04,3.151533437635487189e+03,2.644000000000000000e+03
1.290000000000000000e+02,1.277000000000000000e+03,1.162700000000000000e+04,7.470000000000000000e+02,1.517100000000000000e+04,3.583751585854160112e+03,2.996000000000000000e+03
1.300000000000000000e+02,1.476000000000000000e+03,1.240600000000000000e+04,8.700000000000000000e+02,1.616300000000000000e+04,4.076931348358013565e+03,3.386000000000000000e+03
1.310000000000000000e+02,1.682000000000000000e+03,1.314600000000000000e+04,1.005000000000000000e+03,1.714800000000000000e+04,4.586932213488087655e+03,3.790000000000000000e+03
1.320000000000000000e+02,1.913000000000000000e+03,1.390500000000000000e+04,1.169000000000000000e+03,1.807900000000000000e+04,5.122572014357575426e+03,4.185000000000000000e+03
1.330000000000000000e+02,2.146000000000000000e+03,1.464700000000000000e+04,1.343000000000000000e+03,1.903500000000000000e+04,5.702722959988876937e+03,4.618000000000000000e+03
1.340000000000000000e+02,2.410000000000000000e+03,1.534000000000000000e+04,1.549000000000000000e+03,2.002800000000000000e+04,6.301730735192474640e+03,5.081000000000000000e+03
1.350000000000000000e+02,2.693000000000000000e+03,1.598000000000000000e+04,1.780000000000000000e+03,2.114000000000000000e+04,6.902919388174223968e+03,5.531000000000000000e+03
1.360000000000000000e+02,2.995000000000000000e+03,1.657300000000000000e+04,2.027000000000000000e+03,2.219900000000000000e+04,7.526854387200572091e+03,6.012000000000000000e+03
1.370000000000000000e+02,3.306000000000000000e+03,1.719800000000000000e+04,2.294000000000000000e+03,2.320300000000000000e+04,8.129735992546000489e+03,6.440000000000000000e+03
1.380000000000000000e+02,3.647000000000000000e+03,1.776400000000000000e+04,2.576000000000000000e+03,2.431000000000000000e+04,8.746752970595547595e+03,6.885000000000000000e+03
1.390000000000000000e+02,3.989000000000000000e+03,1.828700000000000000e+04,2.892000000000000000e+03,2.541300000000000000e+04,9.364614571985937800e+03,7.363000000000000000e+03
1.400000000000000000e+02,4.349000000000000000e+03,1.881900000000000000e+04,3.228000000000000000e+03,2.646000000000000000e+04,9.981176487316295606e+03,7.772000000000000000e+03
1.410000000000000000e+02,4.708000000000000000e+03,1.937900000000000000e+04,3.595000000000000000e+03,2.740500000000000000e+04,1.058877101689886877e+04,8.189000000000000000e+03
1.420000000000000000e+02,5.056000000000000000e+03,1.991400000000000000e+04,3.983000000000000000e+03,2.847100000000000000e+04,1.119121844864796003e+04,8.593000000000000000e+03
1.430000000000000000e+02,5.427000000000000000e+03,2.041200000000000000e+04,4.371000000000000000e+03,2.954700000000000000e+04,1.176884733390489782e+04,9.022000000000000000e+03
1.440000000000000000e+02,5.792000000000000000e+03,2.090100000000000000e+04,4.790000000000000000e+03,3.061700000000000000e+04,1.234111501955013955e+04,9.430000000000000000e+03
1.450000000000000000e+02,6.163000000000000000e+03,2.134500000000000000e+04,5.208000000000000000e+03,3.159800000000000000e+04,1.288852190813925881e+04,9.830000000000000000e+03
1.460000000000000000e+02,6.539000000000000000e+03,2.177700000000000000e+04,5.612000000000000000e+03,3.247300000000000000e+04,1.344883331398492192e+04,1.020200000000000000e+04
1.470000000000000000e+02,6.931000000000000000e+03,2.223500000000000000e+04,5.988000000000000000e+03,3.323900000000000000e+04,1.397187189589997070e+04,1.055500000000000000e+04
1.480000000000000000e+02,7.330000000000000000e+03,2.264100000000000000e+04,6.320000000000000000e+03,3.426000000000000000e+04,1.449056686149879170e+04,1.090900000000000000e+04
1.490000000000000000e+02,7.728000000000000000e+03,2.298600000000000000e+04,6.635000000000000000e+03,3.535100000000000000e+04,1.500498693380909754e+04,1.128300000000000000e+04
1.500000000000000000e+02,8.124000000000000000e+03,2.333600000000000000e+04,6.920000000000000000e+03,3.633600000000000000e+04,1.551510127648231173e+04,1.163800000000000000e+04
1.510000000000000000e+02,8.503000000000000000e+03,2.367900000000000000e+04,7.233000000000000000e+03,3.730800000000000000e+04,1.600335039608958868e+04,1.193500000000000000e+04
1.520000000000000000e+02,8.874000000000000000e+03,2.400700000000000000e+04,7.469000000000000000e+03,3.825200000000000000e+04,1.647961258340655331e+04,1.221600000000000000e+04
1.530000000000000000e+02,9.242000000000000000e+03,2.436400000000000000e+04,7.717000000000000000e+03,3.917600000000000000e+04,1.694439680369428606e+04,1.254100000000000000e+04
1.540000000000000000e+02,9.593000000000000000e+03,2.475000000000000000e+04,7.942000000000000000e+03,4.016400000000000000e+04,1.740842524084473189e+04,1.285100000000000000e+04
1.550000000000000000e+02,9.974000000000000000e+03,2.516300000000000000e+04,8.177000000000000000e+03,4.103000000000000000e+04,1.787117136348524946e+04,1.313300000000000000e+04
1.560000000000000000e+02,1.033800000000000000e+04,2.556300000000000000e+04,8.407000000000000000e+03,4.180400000000000000e+04,1.832746480636261549e+04,1.342200000000000000e+04
1.570000000000000000e+02,1.065500000000000000e+04,2.595900000000000000e+04,8.580000000000000000e+03,4.270600000000000000e+04,1.876002344522169005e+04,1.370900000000000000e+04
1.580000000000000000e+02,1.099300000000000000e+04,2.632400000000000000e+04,8.786000000000000000e+03,4.353600000000000000e+04,1.917832361270541878e+04,1.396200000000000000e+04
1.590000000000000000e+02,1.132700000000000000e+04,2.675200000000000000e+04,8.969000000000000000e+03,4.433700000000000000e+04,1.959345662229541631e+04,1.420600000000000000e+04
1.600000000000000000e+02,1.165400000000000000e+04,2.723200000000000000e+04,9.127000000000000000e+03,4.526200000000000000e+04,2.000500111367451245e+04,1.443700000000000000e+04
1.610000000000000000e+02,1.194700000000000000e+04,2.760500000000000000e+04,9.313000000000000000e+03,4.632200000000000000e+04,2.041055933816955439e+04,1.470600000000000000e+04
1.620000000000000000e+02,1.227500000000000000e+04,2.802500000000000000e+04,9.476000000000000000e+03,4.705000000000000000e+04,2.080393503729971053e+04,1.492800000000000000e+04
1.630000000000000000e+02,1.255300000000000000e+04,2.857700000000000000e+04,9.629000000000000000e+03,4.788400000000000000e+04,2.117573413372278083e+04,1.516800000000000000e+04
1.640000000000000000e+02,1.283800000000000000e+04,2.910400000000000000e+04,9.783000000000000000e+03,4.860100000000000000e+04,2.154254002636006408e+04,1.538300000000000000e+04
1.650000000000000000e+02,1.310000000000000000e+04,2.951200000000000000e+04,9.914000000000000000e+03,4.928600000000000000e+04,2.191877303740099524e+04,1.562700000000000000e+04
